alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
duidough-cafe-and-cookie-lab-los-angeles,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.0998273592582, 'longitude': -118.328218571842}",(323) 463-4704,4298.230897679435,E68xieHpN3TgXjTaV84Urg,https://s3-media2.fl.yelpcdn.com/bphoto/0nVKi2cF_AGQkIPtABBPHw/o.jpg,False,"{'address1': '6334 Selma Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6334 Selma Ave', 'Los Angeles, CA 90028']}",Duidough Cafe & Cookie Lab,+13234634704,$$,4.5,111,"['pickup', 'delivery']",https://www.yelp.com/biz/duidough-cafe-and-cookie-lab-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
elote-man-los-angeles-5,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]","{'latitude': 34.069263458252, 'longitude': -118.300750732422}",,2072.4824318775527,pt6ujwFY9ea_u8qvlrHgdw,https://s3-media4.fl.yelpcdn.com/bphoto/g0Cn2cFn2r2jjY6ntrvERQ/o.jpg,False,"{'address1': '4005 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['4005 W 3rd St', 'Los Angeles, CA 90020']}",Elote Man,,$,5.0,21,[],https://www.yelp.com/biz/elote-man-los-angeles-5?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
surfside-bar-and-grill-los-angeles,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 33.9872107570653, 'longitude': -118.473225161433}",(424) 256-7894,16255.0227419125,bQzxUNMUzJZ9G2oIw8iL4A,https://s3-media1.fl.yelpcdn.com/bphoto/KnroEpVjYWm35UH3llQHZg/o.jpg,False,"{'address1': '23 Windward Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90291', 'country': 'US', 'state': 'CA', 'display_address': ['23 Windward Ave', 'Los Angeles, CA 90291']}",Surfside Bar and Grill,+14242567894,$$,4.0,180,"['pickup', 'delivery']",https://www.yelp.com/biz/surfside-bar-and-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-burger-palace-los-angeles-2,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 34.02583, 'longitude': -118.31731}",(323) 733-4466,4001.2479655339357,CsdrYx_5t6dLMvbY8Rg-vA,https://s3-media2.fl.yelpcdn.com/bphoto/r9DFBhvVlPZ9Oq7pLj_P7Q/o.jpg,False,"{'address1': '2075 W Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90018', 'country': 'US', 'state': 'CA', 'display_address': ['2075 W Jefferson Blvd', 'Los Angeles, CA 90018']}",The Burger Palace,+13237334466,$,4.0,44,[],https://www.yelp.com/biz/the-burger-palace-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
house-of-grill-granada-hills-2,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.2576623, 'longitude': -118.5008744}",(818) 368-1900,27392.20128293014,Cap47s29DKB63cAdOzqYfA,https://s3-media4.fl.yelpcdn.com/bphoto/nIt6jEmhSDs2u-1rOMHjUg/o.jpg,False,"{'address1': '16929 Devonshire St', 'address2': None, 'address3': '', 'city': 'Granada Hills', 'zip_code': '91344', 'country': 'US', 'state': 'CA', 'display_address': ['16929 Devonshire St', 'Granada Hills, CA 91344']}",House of Grill,+18183681900,$,4.0,141,[],https://www.yelp.com/biz/house-of-grill-granada-hills-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
babalu-cafe-los-angeles,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0896186828613, 'longitude': -118.334999084473}",(323) 860-8437,3404.826194041466,0QYR8AiPTm2vqhwGUSs4mw,https://s3-media1.fl.yelpcdn.com/bphoto/_C8ABlpbM4Be9vl6L3rDzw/o.jpg,False,"{'address1': '1040 N Las Palmas Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['1040 N Las Palmas Ave', 'Los Angeles, CA 90038']}",Babalu Cafe,+13238608437,$,4.5,13,[],https://www.yelp.com/biz/babalu-cafe-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kind-people-kimchi-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]","{'latitude': 34.0761551, 'longitude': -118.301121}",(213) 263-2188,2450.8091769437165,cirD1hiAtZSMKZNZ7ydJ7A,https://s3-media4.fl.yelpcdn.com/bphoto/t_WjCk5J9RAZ5ED3lbIOww/o.jpg,False,"{'address1': '4220 Beverly Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['4220 Beverly Blvd', 'Los Angeles, CA 90004']}",Kind People Kimchi,+12132632188,,5.0,30,"['pickup', 'delivery']",https://www.yelp.com/biz/kind-people-kimchi-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-grill-spot-los-angeles,"[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 34.160158318643, 'longitude': -118.511146803483}",(818) 945-2626,20624.085437038157,z7b1YkJvdq_mr0ti91gj7A,https://s3-media2.fl.yelpcdn.com/bphoto/VE_Xf0kTcME7-WT-is-94A/o.jpg,False,"{'address1': '17334 Ventura Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '91316', 'country': 'US', 'state': 'CA', 'display_address': ['17334 Ventura Blvd', 'Los Angeles, CA 91316']}",The Grill Spot,+18189452626,$$,4.5,157,"['delivery', 'pickup']",https://www.yelp.com/biz/the-grill-spot-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
plaza-hanshik-los-angeles-2,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.0551414489746, 'longitude': -118.30818939209}",(213) 480-0203,1394.2953516924883,MaUClsns1mA1gBbj6CWqzw,https://s3-media2.fl.yelpcdn.com/bphoto/naeXqgJ7VSN4IvnvOjlr-Q/o.jpg,False,"{'address1': '928 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['928 S Western Ave', 'Los Angeles, CA 90006']}",PLAZA HANSHIK,+12134800203,,5.0,2,[],https://www.yelp.com/biz/plaza-hanshik-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tropicalia-brazilian-grill-los-angeles,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.1072244, 'longitude': -118.2872751}",(323) 644-1798,5975.223203797819,o5X0ijLaZbW7OZA5GcOvxg,https://s3-media1.fl.yelpcdn.com/bphoto/J3rIKw-wkTbKfRaeNO6cbg/o.jpg,False,"{'address1': '1966 Hillhurst Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1966 Hillhurst Ave', 'Los Angeles, CA 90027']}",Tropicalia Brazilian Grill,+13236441798,$$,4.0,561,[],https://www.yelp.com/biz/tropicalia-brazilian-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
water-grill-santa-monica-santa-monica,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 34.0140693, 'longitude': -118.4977968}",(310) 394-5669,17092.859159313324,W4rp7QysiNFwSsEf8VbRjA,https://s3-media4.fl.yelpcdn.com/bphoto/vyrdj1ruWPMx-RDE8pIMSA/o.jpg,False,"{'address1': '1401 Ocean Ave', 'address2': '', 'address3': '', 'city': 'Santa Monica', 'zip_code': '90401', 'country': 'US', 'state': 'CA', 'display_address': ['1401 Ocean Ave', 'Santa Monica, CA 90401']}",Water Grill-Santa Monica,+13103945669,$$$,4.0,1696,[],https://www.yelp.com/biz/water-grill-santa-monica-santa-monica?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
boolieya-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.06204, 'longitude': -118.3133}",,720.2215336814263,34EtzYXSKlbAWY8aLZD2kg,https://s3-media4.fl.yelpcdn.com/bphoto/Ye1-vp2li7PeZTELZWAQlQ/o.jpg,False,"{'address1': '3959 Wilshire Blvd', 'address2': 'Ste B211', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3959 Wilshire Blvd', 'Ste B211', 'Los Angeles, CA 90010']}",Boolieya,,,4.5,6,[],https://www.yelp.com/biz/boolieya-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-la-guera-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.04721, 'longitude': -118.30532}",(323) 781-5905,2180.195584746945,mnNr1kWCIZxteflIYYZo1A,https://s3-media4.fl.yelpcdn.com/bphoto/Stw92YSxFAfJSPZ0hey50A/o.jpg,False,"{'address1': 'Pico Blvd & Hobart Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['Pico Blvd & Hobart Blvd', 'Los Angeles, CA 90006']}",Tacos La Guera,+13237815905,$,4.5,47,[],https://www.yelp.com/biz/tacos-la-guera-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
muraya-los-angeles,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 34.0736322, 'longitude': -118.3237649}",(323) 856-0369,1382.1795335819725,YpM5qRwt8uwC77WNZtGIfA,https://s3-media2.fl.yelpcdn.com/bphoto/6zCYcWGX-4xPkzrZxwWbxw/o.jpg,False,"{'address1': '125 N Larchmont Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['125 N Larchmont Blvd', 'Los Angeles, CA 90004']}",Muraya,+13238560369,$$,4.5,69,"['pickup', 'delivery']",https://www.yelp.com/biz/muraya-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
unnamed-taco-stand-los-angeles,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 34.02909, 'longitude': -118.28308}",,4906.111148449467,ZYBy5L3PXP4NYow_JDuUzQ,https://s3-media1.fl.yelpcdn.com/bphoto/oxGDT8hIrd345KZzN-urIw/o.jpg,False,"{'address1': None, 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90007']}",Unnamed Taco Stand,,$,4.5,19,[],https://www.yelp.com/biz/unnamed-taco-stand-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-goat-mafia-grill-and-catering-compton,"[{'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.07363, 'longitude': -118.26623}",(323) 440-1746,5260.716151402466,q9zGcUXlbNwW0HqEpgJ4gQ,https://s3-media2.fl.yelpcdn.com/bphoto/RaF0T-XAIIgJpsjFuaBjqg/o.jpg,False,"{'address1': '625 N Alvarado St', 'address2': '', 'address3': '', 'city': 'Compton', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['625 N Alvarado St', 'Compton, CA 90026']}",The Goat Mafia Grill & Catering,+13234401746,,5.0,4,[],https://www.yelp.com/biz/the-goat-mafia-grill-and-catering-compton?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
mae-tings-coconut-cakes-los-angeles,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'thai', 'title': 'Thai'}]","{'latitude': 34.0636367372311, 'longitude': -118.232733607292}",(818) 522-8647,8169.038734207689,j9CgbymJkQ08JUlNqxsjbw,https://s3-media4.fl.yelpcdn.com/bphoto/JVX9L1apigutdKIUfN9e9Q/o.jpg,False,"{'address1': '1100 N Main St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['1100 N Main St', 'Los Angeles, CA 90012']}",Mae Ting's Coconut Cakes,+18185228647,$,4.5,79,[],https://www.yelp.com/biz/mae-tings-coconut-cakes-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
trimana-los-angeles-43,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.015164, 'longitude': -118.2858663}",(213) 748-1226,5936.202375327959,9mHXsA466j-WfqitLT9_Ag,https://s3-media1.fl.yelpcdn.com/bphoto/xTUq-zS21vLEjrL3fePTDA/o.jpg,False,"{'address1': '700 Exposition Park Dr', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90037', 'country': 'US', 'state': 'CA', 'display_address': ['700 Exposition Park Dr', 'Los Angeles, CA 90037']}",Trimana,+12137481226,$,4.0,70,[],https://www.yelp.com/biz/trimana-los-angeles-43?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kabob-by-faraj-restaurant-and-kosher-meat-market-los-angeles,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'kebab', 'title': 'Kebab'}]","{'latitude': 34.0540991, 'longitude': -118.3809107}",(310) 657-4447,5576.777551967651,v5_dNxHg1F5Y-h_nSeLVow,https://s3-media3.fl.yelpcdn.com/bphoto/-6X2BtJ_xY6TWHq17QpZKA/o.jpg,False,"{'address1': '8680 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90035', 'country': 'US', 'state': 'CA', 'display_address': ['8680 W Pico Blvd', 'Los Angeles, CA 90035']}",Kabob By Faraj Restaurant & Kosher Meat Market,+13106574447,$$,4.5,210,['pickup'],https://www.yelp.com/biz/kabob-by-faraj-restaurant-and-kosher-meat-market-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kim-bang-ah-los-angeles,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.052883, 'longitude': -118.301201}",(213) 388-0833,2095.8726182894097,YLbKcLYNwVBb5INlX_gbuw,https://s3-media3.fl.yelpcdn.com/bphoto/6L1oseTSIiX4ePegJ60wpQ/o.jpg,False,"{'address1': '3031 W Olympic Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['3031 W Olympic Blvd', 'Los Angeles, CA 90006']}",Kim Bang Ah,+12133880833,$,5.0,1,[],https://www.yelp.com/biz/kim-bang-ah-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
ruam-mitr-los-angeles,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0832, 'longitude': -118.34574}",(323) 696-5425,3300.8304557526308,OyOokJELjDnpQDYgBaCh0g,https://s3-media3.fl.yelpcdn.com/bphoto/Gx7wKbReiBqEwBpo0pEK2Q/o.jpg,False,"{'address1': '7168 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7168 Melrose Ave', 'Los Angeles, CA 90046']}",Ruam Mitr,+13236965425,$$,4.5,192,"['pickup', 'delivery']",https://www.yelp.com/biz/ruam-mitr-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
weho-sausage-company-los-angeles-2,"[{'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0507014, 'longitude': -118.2694787}",(310) 869-5824,4932.29718802296,WV8FNj5pDT6b1ZeuN3ncBQ,https://s3-media2.fl.yelpcdn.com/bphoto/FtbDHUHMovduTG3SH0hp4g/o.jpg,False,"{'address1': '1313 W 8th St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['1313 W 8th St', 'Los Angeles, CA 90017']}",WeHo Sausage Company,+13108695824,,4.5,11,"['pickup', 'delivery']",https://www.yelp.com/biz/weho-sausage-company-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
boardroom-catering-los-angeles,"[{'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0244408, 'longitude': -118.4109573}",(310) 391-9959,9223.308184320189,uGsp-JnqNeUdFQRVqr79ZA,https://s3-media3.fl.yelpcdn.com/bphoto/I5cUR1KcRt-yfVCnQHevqg/o.jpg,False,"{'address1': '3520 Overland Ave', 'address2': 'Unit C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3520 Overland Ave', 'Unit C', 'Los Angeles, CA 90034']}",Boardroom Catering,+13103919959,,5.0,10,[],https://www.yelp.com/biz/boardroom-catering-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
chillbachi-ice-grill-los-angeles,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.03849, 'longitude': -118.25662}",(310) 270-2340,6492.650275832337,M8jz9ohx3nPTBVsyYmQg2Q,https://s3-media1.fl.yelpcdn.com/bphoto/9FOYyKHNIjqoUKYtySC4yg/o.jpg,False,"{'address1': '1040 S Los Angeles St', 'address2': 'Ste 14', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['1040 S Los Angeles St', 'Ste 14', 'Los Angeles, CA 90015']}",CHILLBACHI ice grill,+13102702340,,4.5,13,[],https://www.yelp.com/biz/chillbachi-ice-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
atrium-los-angeles-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1040989, 'longitude': -118.291367}",(323) 607-6944,5475.676820919871,iVyVs8L6xTtZZb1k050Ajg,https://s3-media3.fl.yelpcdn.com/bphoto/JTePrjqsUo_CdGF1xxvtgA/o.jpg,False,"{'address1': '1816 - A N Vermont Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1816 - A N Vermont Ave', 'Los Angeles, CA 90027']}",Atrium,+13236076944,$$$,4.0,140,[],https://www.yelp.com/biz/atrium-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
cod-restaurant-los-angeles,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 34.0728, 'longitude': -118.37363}",(323) 658-9188,4974.255799732162,8TUWLXWgswfRfMBymL0WRg,https://s3-media1.fl.yelpcdn.com/bphoto/SkBxhIj4slXFmLBuuSW9FQ/o.jpg,False,"{'address1': '8408 W 3rd St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8408 W 3rd St', 'Los Angeles, CA 90048']}",COD Restaurant,+13236589188,$$$,4.5,583,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/cod-restaurant-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
olympic-cafe-los-angeles-3,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.04726, 'longitude': -118.27053}",(213) 800-5340,4940.653171868914,NB6xKP3CNcT_JCIlPvALIw,https://s3-media2.fl.yelpcdn.com/bphoto/Fp0B4HlJxYkwD7ixkLuUUg/o.jpg,False,"{'address1': '1300 W Olympic Blvd', 'address2': 'Ste 102', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['1300 W Olympic Blvd', 'Ste 102', 'Los Angeles, CA 90015']}",Olympic Cafe,+12138005340,,5.0,1,"['delivery', 'pickup']",https://www.yelp.com/biz/olympic-cafe-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
fish-grill-los-angeles-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 34.0760354, 'longitude': -118.3470712}",(323) 937-7162,2860.045849949817,-2AdXfCXYjLBuyFc0KFFXA,https://s3-media2.fl.yelpcdn.com/bphoto/Yya0GQxVVfNUYUW_QFeEkQ/o.jpg,False,"{'address1': '7226 Beverly Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['7226 Beverly Blvd', 'Los Angeles, CA 90036']}",Fish Grill,+13239377162,$$,4.0,261,[],https://www.yelp.com/biz/fish-grill-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
shaquille-s-los-angeles,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.04489, 'longitude': -118.2641735}",(213) 746-7427,5471.144432153254,Evi45sCTHEVUbJ1j_iNGgg,https://s3-media2.fl.yelpcdn.com/bphoto/LpuzuWFm-dnAU-TDMaIFZw/o.jpg,False,"{'address1': '800 W Olympic Blvd', 'address2': 'Ste A150', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['800 W Olympic Blvd', 'Ste A150', 'Los Angeles, CA 90015']}",Shaquille’s,+12137467427,,4.0,133,[],https://www.yelp.com/biz/shaquille-s-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
feng-mao-lamb-kebab-los-angeles-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'kebab', 'title': 'Kebab'}]","{'latitude': 34.053655, 'longitude': -118.319659}",(323) 935-1099,896.4216112258947,p1O9sw9QdnKn1cV2FEmmhw,https://s3-media4.fl.yelpcdn.com/bphoto/EIOULJzGVYASEb_n6NCwIA/o.jpg,False,"{'address1': '3901 W Olympic Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['3901 W Olympic Blvd', 'Los Angeles, CA 90019']}",Feng Mao Lamb Kebab,+13239351099,$$,4.5,520,[],https://www.yelp.com/biz/feng-mao-lamb-kebab-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
